name,album,artists,"""popularity""",disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,track_number
Run To Me,Second Contact,['Songs To Your Eyes'],0.223970032,1,FALSE,0.133,0.493,11,-15.722,0,0.0546,0.784,0.919,0.0977,0.0681,91.025,200439,4,2018,8/20/2018,3
Fat Mountain,When At Last,['Russ Barenberg'],0.858474227,1,FALSE,0.565,0.891,4,-8.663,1,0.0295,0.648,0.913,0.312,0.96,107.538,229280,4,2007,6/26/2007,2
Èirich,Tairm,['WHɎTE'],0.8292759,1,FALSE,0.422,0.423,7,-14.53,0,0.0958,0.703,4.94E-06,0.167,0.196,84.313,216133,3,2019,5/19/2019,8
"Piano Sonata No. 14 In C Minor, K. 457: III. Allegro Assai",Mozart: Piano Sonatas Vol. 5,"['Jenő Jandó', 'Wolfgang Amadeus Mozart']",0.107263459,1,FALSE,0.311,0.0766,0,-21.579,0,0.0479,0.993,0.908,0.136,0.135,77.657,259173,5,1992,2/12/1992,4
Take Me To Texas,Why Would I Sing?,['Johanna'],0.603279549,1,FALSE,0.597,0.175,9,-10.075,0,0.0317,0.235,0,0.141,0.184,124.492,359653,4,2007,10/18/2007,7
As Long as There's an Apple Tree,The Valley Of The Dolls,['Dionne Warwick'],0.330420696,1,FALSE,0.505,0.369,8,-13.921,0,0.0341,0.732,0.000185,0.135,0.555,117.582,125120,4,1968,1968,1
It's Not My Cross to Bear,Get Down With the Blues,['The Janeys'],0.265748993,1,FALSE,0.332,0.698,0,-4.869,1,0.0354,0.123,0.0296,0.0944,0.238,154.283,327640,3,2013,11/1/2013,10
Going Beyond,Wonderful Things Come in Tiny Packages,['Sven Horlemann'],0.781353251,1,FALSE,0.443,0.637,4,-7.995,0,0.0357,0.002,0.606,0.0997,0.229,144.044,247333,4,2019,5/2/2019,6
"Scars Left By Time (From ""Chrono Cross"")",A Tribute to Yasunori Mitsuda,"['Dale North', 'Ailsean']",0.845655382,1,FALSE,0.192,0.358,4,-9.399,0,0.0362,0.323,0.861,0.175,0.142,112.088,186093,4,2013,3/12/2013,1
Love Songs,Give the Night a Black Eye,['Midnight Creeps'],0.926614413,1,FALSE,0.362,0.833,7,-6.793,1,0.0373,0.0277,0,0.0774,0.782,151.224,145987,4,2007,4/6/2007,4
Be With You,A More Perfect World,['Mary Beth Maziarz'],0.466498353,1,FALSE,0.471,0.0697,7,-15.875,1,0.035,0.884,4.48E-06,0.0941,0.296,147.94,262933,4,2000,1/1/2000,2
What Wonderful Love Is This,"Songs for Sleepless Nights, Vol. 3: Hope",['Kim Costanza'],0.673627008,1,FALSE,0.393,0.0336,7,-17.918,1,0.0775,0.944,0.85,0.117,0.162,76.753,368773,4,2008,1/2/2008,2
Strobelite (feat. Peven Everett),Strobelite (feat. Peven Everett) [Radio Edit],"['Gorillaz', 'Peven Everett']",0.946483908,1,FALSE,0.636,0.795,7,-6.077,1,0.0587,0.0404,0,0.161,0.633,104.972,204225,4,2017,8/4/2017,1
Pouvoir De Changer,Ambiance du Ciel,['Paul and Susan Hansen'],0.189308216,1,FALSE,0.777,0.422,0,-12.058,1,0.0374,0.38,0.0254,0.111,0.322,95.108,177773,4,2002,1/1/2002,2
Mon De Kan Reparere Dig,Camouflage,['Søs Fenger'],0.988592154,1,FALSE,0.517,0.408,11,-10.525,1,0.0319,0.626,1.85E-05,0.162,0.389,120.17,257040,4,1996,3/21/1996,4
Stealin',Uncloudy Day,['Trent Wagler & Jay Lapp'],0.459415923,1,FALSE,0.758,0.248,7,-11.974,1,0.044,0.843,0,0.239,0.641,112.4,232947,4,2010,5/10/2010,10
North of Alabama By Mornin',Undefeated,['Bobby Bare Jr.'],0.088924394,1,FALSE,0.264,0.606,2,-7.944,1,0.0854,0.0196,0.0672,0.142,0.355,177.594,247147,4,2014,4/15/2014,1
Victory,Skeleton,['Skeleton'],0.421055775,1,FALSE,0.18,0.177,2,-10.245,1,0.0518,0.923,0.722,0.148,0.78,51.906,43692,4,2020,7/10/2020,8
Back and Forth (Remix),Close Your Eyes,['Sarantos'],0.965725048,1,FALSE,0.686,0.743,0,-5.587,1,0.0649,0.286,0,0.142,0.769,135.018,219548,4,2015,11/12/2015,13
"Symphony in C Major, J-C 4: III. Allegrissimo","Sammartini, G.B.: Symphonies J-C 4, 9, 16, 23, 36, 62","['Giovanni Battista Sammartini', 'Aradia Ensemble', 'Kevin Mallon']",0.412742159,1,FALSE,0.51,0.0962,6,-18.133,1,0.0372,0.951,0.373,0.0925,0.45,136.672,224533,3,2005,11/15/2005,19
Solar Ohm,Language of Light,['Merkaba'],0.873138961,1,FALSE,0.741,0.668,8,-11.142,0,0.0415,0.0758,0.746,0.145,0.0391,132.982,687607,4,2012,7/18/2012,1
Queriendote Alcanzar (Instrumental),Me Gusta Bailar Contigo,['Juan Gabriel'],0.166349315,1,FALSE,0.574,0.904,3,-11.444,1,0.0389,0.293,0.96,0.0603,0.804,123.702,199227,4,1979,8/3/1979,4
I Don't Give a F*ck,Punk Life,['Whole Wheat Bread'],0.749838072,1,TRUE,0.536,0.88,11,-6.258,0,0.315,0.164,0,0.848,0.684,100.4,173307,4,2006,11/7/2006,5
Breakout,Night of the Blade ...The Night Before,['Tokyo Blade'],0.834715633,1,FALSE,0.306,0.962,4,-6.014,0,0.134,0.00202,0.709,0.319,0.12,111.534,225640,4,2008,1/1/2008,8
Plant a Santa,Jugology - Greatest Near Misses (Best Of...),"['The Christmas Jug Band', 'Paul Rogers', 'Fred Catero', 'Lance Dickerson']",0.489989046,1,FALSE,0.531,0.622,0,-10.536,1,0.137,0.478,1.57E-06,0.238,0.815,180.01,211293,4,2014,10/21/2014,15
Garam Masala,Electro World Curry,['Masaladosa'],0.234867905,1,FALSE,0.657,0.706,1,-8.256,1,0.0286,0.0271,0.0859,0.126,0.163,132.031,273987,4,2008,1/1/2008,2
The Box,The Voyage,['Frank DellaPenna'],0.160519831,1,FALSE,0.674,0.561,9,-10.747,0,0.0283,0.00763,0.845,0.111,0.777,114.99,274107,1,2001,2001,6
Enuff (feat. Maniac Lok and Ray Ray),Verbal Porn,"['Cool Nutz', 'Maniac Lok', 'Ray Ray']",0.49260247,1,TRUE,0.943,0.551,10,-6.538,0,0.327,0.0145,0,0.0911,0.613,99.978,191987,4,2001,11/20/2001,9
Starring in the Movies,The Enemy of Love,['Annie Hayden'],0.942011531,1,FALSE,0.477,0.0876,10,-17.098,1,0.0432,0.972,0.00157,0.111,0.174,137.175,182600,4,2001,2/20/2001,12
Lay Down The Burden Of Your Heart,Flying Through,['Naomi Sommers'],0.704589898,1,FALSE,0.641,0.295,9,-13.906,1,0.0313,0.762,0.125,0.0906,0.426,126.217,288067,4,2002,7/22/2002,9
Sleigh Ride,Crescent City Christmas Card,['Wynton Marsalis'],0.05936711,1,FALSE,0.733,0.366,11,-14.183,1,0.134,0.763,0,0.541,0.555,101.22,267293,4,1989,10/3/1989,7
Free the Bee,Teeny Shiny,['Melt-Banana'],0.822595676,1,FALSE,0.514,0.95,0,-5.423,1,0.179,0.00392,0.00773,0.37,0.316,103.342,210680,4,2000,10/31/2000,1
Dream,If Confronted Just Go Mad,['The Twang'],0.767077658,1,FALSE,0.565,0.934,4,-4.56,0,0.0477,0.00769,0.0135,0.235,0.717,110,231665,4,2019,11/8/2019,6
Scrapped On The Way (mm444 Mix),Problems/Solved,['KiloWatts'],0.412214156,1,FALSE,0.361,0.709,7,-9.129,0,0.076,0.0491,0.265,0.222,0.264,142.983,295347,4,2006,1/1/2006,4
Sahara,In It,['Keith Marks'],0.206024073,1,FALSE,0.622,0.652,4,-11.467,0,0.0461,0.957,0.719,0.131,0.944,101.004,259827,4,2007,9/24/2007,4
Magnificat 1. toni: Versus 4,Schildt - Morhard: Complete Organ Music,"['Melchior Schildt', 'Friedhelm Flamme']",0.170824566,1,FALSE,0.181,0.00506,8,-35.187,1,0.0391,0.987,0.942,0.121,0.0385,96.412,102933,4,2008,1/1/2008,10
Into It,The Vision & The Moment,['Cosmicity'],0.79253019,1,FALSE,0.642,0.59,9,-8.741,0,0.0563,0.00627,0.674,0.084,0.693,156.011,191800,4,2003,11/9/2003,16
La cassette,Le treizième étage,['Louis-Jean Cormier'],0.959585569,1,FALSE,0.415,0.61,7,-10.169,1,0.0608,0.0527,0.0178,0.0573,0.61,74.267,273480,4,2012,9/18/2012,1
Les remords... - Maquette,Music-hall 2001,['Les Chiens'],0.404249636,2,FALSE,0.517,0.814,4,-7.837,1,0.0316,0.0193,0.743,0.248,0.673,168.547,328547,4,2002,4/9/2002,13
"Symphony No. 1, Op. 9: II. Allegro molto",Collection Artistes & Repertoires: Barber,"['Samuel Barber', 'Leonard Slatkin', 'St. Louis Symphony']",0.439418347,1,FALSE,0.341,0.213,0,-20.79,1,0.0458,0.92,0.9,0.128,0.199,107.065,257853,3,2003,3/1/2003,3
"Piano Quintet in E-Flat Major, Op. 16: III. Rondo. Allegro ma non troppo",Mozart & Beethoven: Piano Quintets,"['Ludwig van Beethoven', 'Murray Perahia']",0.019379238,1,FALSE,0.436,0.0474,3,-27.19,1,0.0379,0.986,0.84,0.109,0.238,141.325,343627,4,1986,6/10/1986,6
Spit It Out,Lost Reelz,['Tigertailz'],0.164102634,1,FALSE,0.408,0.942,6,-11.392,0,0.0483,2.72E-05,0.727,0.0842,0.733,151.012,200120,4,2015,3/2/2015,15
Tetris (Live),Live At the Arts Centre,['Moriah'],0.204767933,1,FALSE,0.44,0.591,9,-15.765,0,0.0678,0.0825,0.391,0.977,0.699,98.895,171728,4,2012,4/1/2012,4
High On A Hill Top,No Strings Attached,['Brand New Strings'],0.61982929,1,FALSE,0.708,0.309,11,-9.953,1,0.027,0.832,2.90E-06,0.0998,0.517,96.917,187333,3,2010,2/16/2010,8
Axes of Vengeance,Perpetual Penance,['Coffins'],0.477083778,1,FALSE,0.262,0.743,5,-6.516,1,0.0476,0.00887,0.674,0.0923,0.177,109.969,386053,4,2015,6/9/2015,8
Somewhere Familiar,Sometimes We Are Beautiful,['Inked In Blood'],0.448196311,1,FALSE,0.438,0.97,7,-4.562,0,0.0476,3.08E-06,0,0.323,0.503,94.938,261280,4,2007,10/2/2007,7
"String Quartet No. 5 in A Major, Op. 18 No. 5: I. Allegro",Beethoven: The Early String Quartets,"['Ludwig van Beethoven', 'Cypress String Quartet']",0.386988071,2,FALSE,0.445,0.0744,9,-19.024,1,0.0491,0.927,0.176,0.0539,0.419,139.01,414400,3,2016,5/6/2016,9
Gentle Beauty,Gentle Beauty,['Ken Townshend'],0.176601296,1,FALSE,0.28,0.166,1,-22.951,1,0.0451,0.985,0.912,0.0968,0.176,127.793,423360,4,2007,1/25/2007,2
Vacant Ring,Yardsticks for Human Intelligence,['Red Sea'],0.358460704,1,FALSE,0.302,0.808,4,-3.355,0,0.0358,0.0122,1.89E-05,0.0782,0.267,124.834,255973,4,2015,3/3/2015,4
Ouija Boarding,Damaged b/w Ouija Boarding - 7inch,['Erase Errata'],0.190224625,1,FALSE,0.493,0.883,4,-4.935,1,0.047,0.0617,0.859,0.105,0.92,134.562,202640,4,2010,11/2/2010,2
Dankeschön,Einfach leben - Best Of - Dankeschön für all die Jahre,['Roger Whittaker'],0.232191809,1,FALSE,0.494,0.738,4,-6.042,1,0.0275,0.0282,1.12E-05,0.342,0.499,87.498,211440,4,2002,4/24/2002,1
The Joys of Christmas,Frosty's Sleigh Ride Party,['The Fun Street Gang'],0.884026921,1,FALSE,0.392,0.234,6,-13.094,0,0.042,0.87,0.201,0.571,0.808,173.383,151733,3,2009,7/6/2009,22
Radio Moscow (Part I & II),The Shortwaves,['Novo'],0.665071245,1,FALSE,0.395,0.539,1,-10.545,1,0.0417,0.572,0.92,0.197,0.0286,121.716,281856,4,2016,6/10/2016,5
"The Warmth - Live at Annexet, Stockholm, Sweden - April 2004",Live In Sweden 2004,['Incubus'],0.178266517,2,FALSE,0.244,0.754,4,-7.213,0,0.0471,0.274,0.0202,0.8,0.079,150.688,332600,4,2004,7/13/2004,4
Los Feos,Lo Que Quiero Es Fiesta,['Maraca'],0.709754618,1,FALSE,0.781,0.699,0,-11.635,1,0.0852,0.437,0,0.0346,0.842,102.038,330960,4,2008,9/2/2008,1
Summer Song,Let It Be Life,['Rich Ortiz'],0.428142163,1,FALSE,0.518,0.359,4,-8.932,1,0.0279,0.816,0.00134,0.113,0.145,109.8,302867,5,2006,11/1/2006,1
Ubu,One,['Evening Star'],0.478437557,1,TRUE,0.332,0.886,7,-11.214,1,0.0549,3.58E-05,0.000614,0.381,0.333,147.801,99693,4,2012,7/10/2012,12
Tum Blues,Masa Con Masa,['Millo Torres Y El Tercer Planeta'],0.405876595,1,FALSE,0.723,0.953,9,-3.559,0,0.04,0.402,0.000207,0.0486,0.945,91.003,238347,4,2006,2006,3
Octopus (Sam Bailey),One Blinding Dusky Dusk,['Whiskey Moon Face'],0.968666153,1,FALSE,0.916,0.29,0,-7.936,1,0.0646,0.852,0,0.576,0.892,115.335,72360,4,2014,5/10/2014,13
"Rhapsody on a Theme of Paganini, Op. 43: Variation XI: Moderato",Van Cliburn In Moscow,"['Sergei Rachmaninoff', 'Johannes Brahms', 'Van Cliburn', 'Kirill Kondrashin']",0.043279416,1,FALSE,0.303,0.233,5,-24.676,1,0.0491,0.97,0.949,0.103,0.0946,123.782,90040,1,1994,6/23/1994,13
"10 Pieces, Op. 69: Basso ostinato in E Minor, Op. 69, No. 3","Reger, M.: Organ Works, Vol. 1","['Max Reger', 'Bernard Haas']",0.496069007,1,FALSE,0.109,0.0218,9,-28.141,1,0.038,0.966,0.752,0.112,0.12,92.773,229200,4,1998,3/11/1998,2
Renouvellement,Patterns in Mythology,['Falls of Rauros'],0.746211491,1,FALSE,0.373,0.518,2,-13.448,0,0.0337,0.0099,0.612,0.116,0.243,82.068,214276,3,2019,7/19/2019,4
Mado,Kagami,['Kagami'],0.655989885,1,FALSE,0.627,0.701,7,-4.697,0,0.0292,0.0372,0.751,0.121,0.851,120.143,246942,4,2018,5/11/2018,9
Inhuman Salvation,The Crypt Injection,['Dawn Of Ashes'],0.9519911,1,FALSE,0.501,0.896,8,-6.818,1,0.0584,0.000351,0.796,0.212,0.116,119.968,281987,4,2007,10/20/2007,4
Treasure,You Are Loved,['Kim Garrison'],0.711613435,1,FALSE,0.566,0.352,9,-14.166,0,0.0272,0.71,1.16E-05,0.117,0.186,104.03,169733,4,2009,2/10/2009,1
The Hard Times,Nashville,['The Osborne Brothers'],0.693560771,1,FALSE,0.675,0.653,10,-4.844,1,0.0295,0.51,0.000755,0.22,0.874,119.186,161027,4,2014,5/13/2014,7
Sorry - Homecoming Live,HOMECOMING: THE LIVE ALBUM,['Beyoncé'],0.346183369,1,TRUE,0.418,0.729,7,-11.479,1,0.481,0.00981,0,0.966,0.193,129.254,393524,4,2019,4/17/2019,7
Bedtime For Little John,Atmospheres,['Michael Dulin'],0.336550624,1,FALSE,0.604,0.176,2,-17.124,1,0.0321,0.976,0.926,0.106,0.216,96.963,311173,3,2003,6/27/2003,5
Girl,People Press Play,['People Press Play'],0.995063495,1,FALSE,0.439,0.936,4,-6.673,0,0.0385,0.0445,0.954,0.311,0.76,91.01,224040,4,2007,6/15/2007,1
The Wreckage of Stars,The Wreckage of Stars,['Black Crown Initiate'],0.718621566,1,FALSE,0.539,0.639,11,-7.529,0,0.031,0.000784,0.861,0.19,0.165,76,400067,3,2014,9/30/2014,7
Piano Study In Mixed Accents,Crawford -9 Preludes (Cahill),"['Ruth Crawford', 'Sarah Cahill']",0.254053251,1,FALSE,0.437,0.148,3,-24.46,1,0.0366,0.983,0.933,0.109,0.566,112.121,77560,1,2001,2001,10
"Violin Sonata No. 3 in C Major, BWV 1005 (arr. G. Krivokapic): I. Adagio",Guitar Recital: Goran Krivokapic,"['Goran Krivokapić', 'Johann Sebastian Bach']",0.816507719,1,FALSE,0.546,0.0211,0,-30.302,1,0.0659,0.992,0.942,0.0861,0.112,54.903,166427,4,2005,10/18/2005,4
Class Funk,Gift Rap,['Prophecy The Iron Monk'],0.975960404,1,FALSE,0.851,0.35,8,-14.991,1,0.307,0.0386,0.756,0.111,0.338,95.922,208480,4,2008,5/1/2008,17
Deeper Down (Uberdoom Edit),Meisterwerk III,['My Dying Bride'],0.245236628,1,FALSE,0.341,0.663,8,-6.466,1,0.0299,0.000114,0.000254,0.0897,0.117,155.916,232253,4,2016,10/28/2016,21
"12 Scenes Or Caprices, Op. 109: No. 3. Le Lezard","Charles De Bériot: Violin Solo Music, Vol. 1 - 12 Scenes / 9 Studies / Prelude And Improvisation","['Charles-Auguste de Bériot', 'Bella Hristova']",0.520155447,1,FALSE,0.359,0.0336,10,-26.411,1,0.0723,0.992,0.0184,0.138,0.676,106.33,139400,4,2009,8/28/2009,3
Elijah,Down,['Lost And Found'],0.776254657,1,FALSE,0.479,0.546,2,-7.375,1,0.0284,0.611,0.0317,0.271,0.334,140.605,257098,4,2014,1/7/2014,14
Trip to Nowhere,Border City Rebels,['Löve Razër'],0.320027535,1,FALSE,0.482,0.967,11,-3.57,0,0.0802,7.11E-05,2.38E-06,0.411,0.534,115.008,202347,4,2018,4/23/2018,5
Hold It Against Me (Glee Cast Version),Britney 2.0,['Glee Cast'],0.501040728,1,FALSE,0.675,0.811,0,-5.379,0,0.103,0.0242,0,0.12,0.665,139.956,218707,4,2012,9/18/2012,4
Batradar,This Eclipse,['Polvo'],0.711761629,1,FALSE,0.356,0.95,5,-6.814,0,0.0533,0.0801,0.347,0.346,0.284,134.872,253027,4,1995,11/14/1995,1
Blue Moon,Blue Moon,['Steve Holy'],0.35549904,1,FALSE,0.367,0.396,5,-9.996,1,0.0272,0.0758,9.70E-05,0.12,0.171,171.843,274293,4,2000,10/3/2000,1
ネオテニー,World World World,['ASIAN KUNG-FU GENERATION'],0.356600013,1,FALSE,0.455,0.956,2,-4.17,1,0.045,9.94E-06,0.0232,0.0597,0.592,137.008,283107,4,2008,3/5/2008,4
Мы в этой жизни,Золотые песни,['Alla Pugacheva'],0.420874892,1,FALSE,0.558,0.585,9,-9.75,0,0.0605,0.162,0,0.623,0.373,95.887,281560,4,2000,1/1/2000,16
Falling Down,White,['White'],0.005110193,1,FALSE,0.385,0.314,8,-14.912,1,0.0443,0.913,0.0187,0.087,0.0607,127.929,241227,5,2009,6/30/2009,10
He Watches Me Sleep,Brewedsosweet Bare,"['Rene ""Brewedsosweet"" Reyes']",0.827164981,1,TRUE,0.661,0.273,4,-17.569,0,0.922,0.745,0,0.194,0.376,86.302,129750,4,2007,7/15/2007,6
All Our Days,Sing Sing,['Shivering Timbers'],0.898947287,1,FALSE,0.579,0.334,0,-10.886,1,0.0366,0.911,1.78E-05,0.121,0.172,95.088,163027,3,2012,8/14/2012,9
O Divino Pai,Primores,['Circle Music'],0.293359811,1,FALSE,0.281,0.409,8,-9.246,0,0.0293,0.701,0,0.288,0.663,157.532,108000,4,2016,8/15/2016,21
La Policia,La Policia,['Kap G'],0.871114452,1,TRUE,0.55,0.578,0,-6.115,0,0.0811,0.395,0,0.123,0.661,155.726,172331,4,2014,6/10/2014,1
"Sonata No. 27 in E Minor, Op. 90: II. Nicht zu geschwind und sehr singbar vorgetragen","Beethoven: Complete Piano Sonatas, Vol. 7","['Ludwig van Beethoven', 'Konstantin Scherbakov']",0.322911881,1,FALSE,0.382,0.0332,4,-28.077,1,0.0313,0.991,0.932,0.142,0.179,96.628,380520,4,2020,7/3/2020,13
Prairie Waltz,Heartland,['STEAM!'],0.056456701,1,FALSE,0.476,0.412,2,-9.411,1,0.0401,0.746,0.000328,0.129,0.906,178.664,144867,3,2017,5/29/2017,5
Lonesome Night,Rebel Records: 35 Years of The Best in Bluegrass,"['Bill Emerson', 'Cliff Waldron']",0.188441521,1,FALSE,0.663,0.152,5,-11.893,1,0.0303,0.798,0,0.172,0.468,108.095,156627,3,2005,4/20/2005,18
Struggle,Houdini's Blues,['Steven Finn'],0.742994031,1,FALSE,0.607,0.177,9,-16.721,1,0.0507,0.835,0.0012,0.103,0.203,129.304,306000,4,2008,1/1/2008,3
Terrain of Memory,Lost Terrain,['Jeff Greinke'],0.525261829,1,FALSE,0.206,0.0768,5,-23.916,1,0.0496,0.983,0.936,0.0964,0.0388,65.567,433493,4,1992,1/1/1992,1
Forget (Abbey Road Session),The Abbey Road Session,['The Bad Day Blues Band'],0.657098212,1,FALSE,0.367,0.452,1,-14.3,0,0.0486,0.036,0.0266,0.305,0.791,84.554,286799,4,2018,6/1/2018,1
I'd Do Anything,April Uprising,['John Butler Trio'],0.416536334,1,FALSE,0.484,0.76,10,-6.241,0,0.0453,0.0179,0.000546,0.0691,0.809,189.576,200613,4,2010,4/6/2010,4
Killer in the Home - Remastered,Kings of the Wild Frontier (Deluxe Edition),['Adam & The Ants'],0.56437047,1,FALSE,0.637,0.725,9,-7.819,1,0.093,0.0286,0.000674,0.262,0.473,102.083,261333,4,2016,5/20/2016,6
Leaving Nancy,Home From The Mills,"['Jimmy Gaudreau', 'Moondi Klein']",0.540372913,1,FALSE,0.437,0.329,0,-10.274,1,0.0314,0.798,0,0.113,0.48,146.417,222373,3,2012,5/8/2012,2
12 Miniatures (version for string orchestra): Chonguri,"Nordgren, P.H.: Pelimannimuotokuvia / Eller, H.: 5 Pieces / Grieg, E.: 2 Nordic Melodies (Folk Into Classic)","['Sulkhan Tsintsadze', 'Ostrobothnian Chamber Orchestra', 'Juha Kangas']",0.289660515,1,FALSE,0.572,0.234,7,-23.908,1,0.0988,0.99,0.842,0.152,0.621,140.875,57293,4,1991,1/1/1991,19
J'attends Secours,Down In A Flowery Vale,['Dwschorale'],0.482776104,1,FALSE,0.376,0.264,5,-10.474,1,0.0519,0.986,0,0.204,0.365,67.587,110587,5,2010,3/23/2010,8
Gavotte,The Genius Of Andres Segovia - Five Centuries Of The Classical Guitar,"['Alessandro Scarlatti', 'Andrés Segovia']",0.60887506,1,FALSE,0.642,0.0126,8,-33.48,1,0.0373,0.953,0.0453,0.118,0.665,79.317,174267,4,2006,1/30/2006,5
Herzen brauchen Zärtlichkeit,Ein Lied für die Liebe,['Die Flippers'],0.738009496,1,FALSE,0.577,0.536,10,-10.526,1,0.0257,0.33,4.86E-06,0.366,0.432,105.779,207267,4,1996,10/7/1996,15
Intro - You & I,Resign To Ideal,['Saeta'],0.773774339,1,FALSE,0.319,0.264,2,-14.381,1,0.0388,0.968,0.707,0.114,0.104,126.124,411053,4,2002,1/1/2002,6
Shiva,Aire,['Alonso Del Rio'],0.052085818,1,FALSE,0.177,0.305,9,-13.417,1,0.0332,0.114,0.0626,0.112,0.114,133.09,398307,3,2020,3/21/2020,10
Negro Folk Symphony: II. Hope in the Night,Dawson: Negro Folk Symphony / Ellington: Suite From The River / Solitude / Harlem,"['William Dawson', 'Detroit Symphony Orchestra', 'Neeme Järvi']",0.138850546,1,FALSE,0.117,0.0603,7,-23.229,1,0.0429,0.84,0.637,0.0777,0.0383,79.972,596880,3,2001,4/1/2001,2
"Orlando Paladino - Dramma eroicomico, H. 28/11: Act II: Quel tuo visetto amabile (Duetto)",Haydn: Orlando Paladino,"['Franz Joseph Haydn', 'Nikolaus Harnoncourt']",0.782659211,2,FALSE,0.479,0.184,10,-17.128,1,0.0743,0.952,0,0.148,0.34,120.216,209173,4,2006,4/15/2006,8
"Ode for St. Cecilia's Day, HWV 76: Air: Orpheus could lead the savage race",Handel: Ode for St. Cecilia's Day,"['George Frideric Handel', 'Dorothee Mields', 'Mark Wilde', 'Alsfelder Vocal Ensemble', 'Concerto Polacco', 'Wolfgang Helbich']",0.486014708,1,FALSE,0.417,0.0434,4,-26.293,1,0.042,0.962,0.341,0.172,0.438,116.351,102360,3,2004,3/9/2004,11
Soundchambers 2,Soundchambers,"['Ekkehard Ehlers', 'Joseph Suchy', 'Franz Hautzinger']",0.578165144,1,FALSE,0.206,0.835,0,-12.884,0,0.122,0.875,0.691,0.105,0.0454,84.048,179173,5,2005,11/21/2005,2
"Symphony No. 1 in B Minor, Op. 6: I. Allegro non troppo",Grechaninov: Symphony No. 1 / Snowflakes / Missa Sancti Spiritus,"['Alexander Gretchaninov', 'Russian State Symphony Orchestra', 'Valery Polyansky']",0.850303642,1,FALSE,0.158,0.0559,7,-22.397,1,0.0356,0.979,0.888,0.229,0.0572,83.216,516960,4,1995,9/1/1995,1
All'ombra degl'allori,"Gesualdo: Madrigals, Book 3","['Carlo Gesualdo', 'Delitiæ Musicæ', 'Marco Longhini']",0.011079594,1,FALSE,0.34,0.153,10,-17.823,1,0.0357,0.972,0,0.186,0.386,125.919,242760,3,2011,7/5/2011,22
Good Feeling,Good Feeling,"['inverness', 'Brandyn Burnette', 'Molly Moore']",0.001949154,1,FALSE,0.733,0.711,0,-4.843,1,0.0342,0.291,0,0.109,0.5,102.025,170588,4,2020,10/9/2020,1
Still Kickin' (feat. Paul Laine),"Cockroach, Vol.1","['Danger Danger', 'Paul Laine']",0.379005682,1,FALSE,0.521,0.976,4,-5.809,0,0.0905,2.97E-05,0.000492,0.0734,0.415,116.962,257587,4,2001,9/1/2001,1
Metic,Origin,['Echaskech'],0.754655118,1,FALSE,0.48,0.646,2,-9.671,0,0.0391,0.185,0.937,0.0762,0.0547,119.976,282120,4,2014,2/24/2014,5
"Paises sonados, Palacio encantado en el mar (Dream Lands, The Enchanted Palace in the Sea), DLR V:9","Granados, E.: Piano Music, Vol. 6 - Enchanted Palace in the Sea / Elisenda's Garden","['Enrique Granados', 'Douglas Riva']",0.752696398,1,FALSE,0.207,0.00758,6,-30.773,1,0.0402,0.991,0.934,0.0821,0.0396,69.152,210907,3,2003,1/23/2003,15
Esperando Mañana,Sabes Mi Nombre,['Julio D'],0.558938452,1,FALSE,0.697,0.568,6,-6.911,0,0.0257,0.171,4.38E-05,0.0973,0.393,109.95,283500,4,2011,9/14/2011,6
Chans Song,Letters to Herbie,['Viktoria Tolstoy'],0.57641423,1,FALSE,0.372,0.15,7,-15.063,1,0.0376,0.946,5.42E-05,0.0934,0.0394,110.827,234347,4,2011,8/21/2011,4
Heartburn and Heartache,Tennessee Stomp,['Hillbilly Casino'],0.12027592,1,FALSE,0.631,0.826,9,-3.785,1,0.0548,0.31,0,0.103,0.88,132.871,202640,4,2010,7/6/2010,4
Pas toi,A l'infini (Summer Edition),['TAL'],0.949666141,1,FALSE,0.515,0.579,2,-5.589,1,0.0247,0.227,9.71E-06,0.0985,0.218,76.006,248880,4,2014,6/16/2014,13
Rompi Rompi,Alla Turca,['Various Artists'],0.335442568,1,FALSE,0.476,0.619,2,-8.317,1,0.039,0.774,0.904,0.359,0.91,151.207,222427,5,2005,4/15/2005,2
So Cold,Fucked Me Up,['Clarence James'],0.901818044,1,FALSE,0.591,0.485,3,-9.441,0,0.028,0.0506,0.00217,0.181,0.411,107.103,190368,4,2020,6/26/2020,3
Clarity,Ruth,['Ruth Koleva'],0.747013413,1,FALSE,0.393,0.716,0,-9.125,1,0.044,0.211,0.205,0.157,0.373,79.081,290707,5,2014,2/18/2014,6
Stomping All Over The World,Bible Of Bop,['Kimberley Rew'],0.072615237,1,FALSE,0.372,0.655,4,-8.253,0,0.0503,0.000149,3.16E-05,0.327,0.694,141.193,139613,4,1984,7/9/1984,2
The Animal Trainer And The Toad,Over The Top,['Mountain'],0.282323637,2,FALSE,0.73,0.741,6,-10.916,0,0.0292,0.257,0.000199,0.0917,0.976,118.109,206507,4,1969,1969,5
Blight,Solinari,['Morgion'],0.18499196,1,FALSE,0.26,0.5,3,-10.927,0,0.0349,0.00153,0.651,0.115,0.0647,120.38,285600,3,1999,2/22/1999,7
